PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.00132 uM,Activity at 0.00295 uM,Activity at 0.00635 uM,Activity at 0.015 uM,Activity at 0.029 uM,Activity at 0.033 uM,Activity at 0.074 uM,Activity at 0.159 uM,Activity at 0.369 uM,Activity at 0.794 uM,Activity at 1.840 uM,Activity at 3.690 uM,Activity at 4.120 uM,Activity at 9.220 uM,Activity at 19.84 uM,Activity at 46.10 uM,Activity at 92.20 uM,Compound QC
230,17388272,1434724,CC1=C(N2C(=CC(=N2)C3=CC(=CC=C3)F)N=C1C)N4CCN(CC4)C(=O)C5=CC=CO5,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000527783-01/135604959,,Inactive,,,,0,,,4.5045,0.9899,16.5,-1.1685,4,0 0 0 0 0 0 0,16.1987,,-2.6404,,-1.495,,,-0.6668,,-1.2764,,-0.8309,,,-0.5351,,16.1987,,QC'd by Asinex Ltd.
231,17401175,2997422,CC(C(C1=CC=CC=C1)O)NCC2=CC=C(C=C2)Cl.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000324808-01/135604505,,Inactive,,,,0,,,1.1341,0.997,28,-1.8784,4,0 0 0 0 0 0 0,20.306,,-2.8153,,-1.6499,,,-1.3968,,-1.397,,0.5371,,,7.6373,,20.306,,QC'd by DPISMR
232,17401479,9608232,CC(C)CC(=O)N/N=C(\C)/C1=CC(=C(C=C1)Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000324773-01/135605457,,Inactive,,,,0,,,3.6772,0.9073,6.5,-1.675,4,0 0 0 0 0 0 0,6.1246,,-3.0625,,-1.9496,,,-0.6231,,-1.8117,,-0.2534,,,-1.1074,,6.1246,,QC'd by DPISMR
233,17401917,6620684,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2)C#N)SCC(=O)N)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000519116-01/135605637,,Inactive,,,,0,,,0.7,0.8936,6,-2.081,4,0 0 0 0 0 0 0,3.9281,,-2.5675,,-1.6882,,,-1.6119,,-1.4414,,0.2523,,,-0.0739,,3.9281,,QC'd by DPISMR
234,17402041,11957266,C1=CC=C2C(=C1)N=C(C3=NN=NN23)NC4=CC=CC=C4F,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000522428-01/135606051,,Inactive,,,,0,,,1.031,0.9782,12,-1.9491,4,0 0 0 0 0 0 0,8.4689,,-2.8742,,-1.2226,,,-1.8529,,-1.734,,0.0121,,,2.5092,,8.4689,,QC'd by Chem Div
235,17402301,3773884,C1=CC(=C(N=C1)NCCNC2=C(C=C(C=N2)C(F)(F)F)Cl)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000326042-01/135604705,,Inactive,,,,0,,,2.9023,0.9429,5,-1.8818,4,0 0 0 0 0 0 0,4.3421,,-2.4015,,-2.1303,,,-1.7422,,-1.4366,,-0.7154,,,-1.3666,,4.3421,,QC'd by Key Organics Ltd.
236,17403151,5332432,CC1=C2C(=C3C(=N1)CC(CC3=O)(C)C)C4=CC=CC=C4N2,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000560986-01/135604218,,Inactive,,,,0,,,1.1,0.7926,5,-1.2502,4,0 0 0 0 0 0 0,3.3977,,-1.1204,,-3.1251,,,-0.0004,,-1.2829,,-0.6106,,,0.463,,3.3977,,QC'd by Asinex Ltd.
237,17403669,675226,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CN=CC=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000568306-01/135605602,,Inactive,,,,0,,,,,,,4,,1.5585,,-1.1617,,-2.5589,,,-0.2226,,-1.656,,-0.859,,,-0.7084,,1.5585,,QC'd by DPISMR
238,17407358,1217866,CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3N2)NC(=O)C4=C(C5=CC=CC=C5S4)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000545734-01/135605501,,Inactive,,,,0,,,,,,,4,,0.3188,,-3.4197,,-2.0618,,,-2.288,,-2.0636,,-0.6231,,,-1.0133,,0.3188,,QC'd by Specs
239,17408698,36755,CC(C)(C)NC1=NC(=NC(=N1)NC)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000557700-01/135605844,,Inactive,,,,0,,,2.9023,0.9014,9,-0.8778,4,0 0 0 0 0 0 0,7.7636,,-1.3433,,-2.8148,,,0.8722,,-0.9038,,-0.6185,,,-0.282,,7.7636,,QC'd by Asinex Ltd.
240,17408701,5331889,CCOC(=O)C1=C(C\2=C(O1)CCC/C2=N\O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000557693-01/135604039,,Inactive,,,,0,,,1.7529,0.9791,18,-1.6713,4,0 0 0 0 0 0 0,14.1047,,-3.0594,,-2.2209,,,-2.0863,,-1.4766,,0.0562,,,2.1187,,14.1047,,QC'd by DPISMR
241,17408783,670832,CC1=CC=C(C=C1)CNC(=O)C2=C(C=C(C=C2)SC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000553260-01/135604618,,Inactive,,,,0,,,,,,,4,,2.4994,,-1.3431,,-2.395,,,-0.2,,-1.1337,,-0.6491,,,-0.3852,,2.4994,,QC'd by DPISMR
242,17409452,1481087,C1=CC=C(C=C1)NC(=O)OCC2=NOC(=C2)C3=CC=CC=C3Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000326567-01/135605552,,Inactive,,,,0,,,3.2475,0.8953,5,-1.2646,4,0 0 0 0 0 0 0,4.5624,,-1.1794,,-2.7205,,,-0.1977,,-1.2111,,-0.8671,,,-0.8517,,4.5624,,QC'd by Key Organics Ltd.
243,17409557,4252590,COCCCNC(=O)COC1=CC=C(C=C1)C2=NC=CC(=N2)C3=CC=CC=N3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000546501-01/135603818,,Inactive,,,,0,,,,,,,4,,1.7863,,-1.6475,,-2.9398,,,0.2654,,-0.9802,,-0.8445,,,-1.3039,,1.7863,,QC'd by DPISMR
244,17409772,1473603,CCOC(=O)C1=C(N=C2N1C=CC(=C2)C)C3=CC=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000543198-01/135605124,,Inactive,,,,0,,,1.8579,0.8751,6,-1.4353,4,0 0 0 0 0 0 0,4.3444,,-1.6335,,-2.8628,,,-0.0272,,-1.7959,,-1.231,,,-0.3847,,4.3444,,QC'd by Key Organics Ltd.
245,17410037,1473292,C1=CC=C(C=C1)SC2=NC(=NC(=C2)C(F)(F)F)C3=CC=CC=N3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000543227-01/135605624,,Inactive,,,,0,,,1.4487,0.7919,4,-1.3851,4,0 0 0 0 0 0 0,2.9483,,-1.4906,,-2.8209,,,-0.0694,,-1.3716,,-0.5599,,,-0.0961,,2.9483,,QC'd by Key Organics Ltd.
246,17410041,1484094,CCOC(=O)N1C2=CC=CC=C2N(C1=O)CC3=CC=CC=C3Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000325920-01/135605483,,Inactive,,,,0,,,0.6,0.8522,5,-2.165,4,0 0 0 0 0 0 0,3.2963,,-3.0541,,-1.9784,,,-1.4196,,-1.0278,,-0.1919,,,-0.4367,,3.2963,,QC'd by Key Organics Ltd.
247,17410315,1484972,CC(C)(C)C1=CC2=C(N1CC3=CC=CC=C3)N=CC=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000546560-01/135605553,,Inactive,,,,0,,,,,,,4,,-0.5123,,-2.2258,,-1.5553,,,-0.1602,,-1.0853,,-0.0566,,,-1.223,,-0.5123,,QC'd by DPISMR
248,17410515,1486794,C1CC(=NN(C1)C(=O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000326268-01/135604414,,Inactive,,,,0,,,3.6272,0.9879,21,-0.8824,4,0 0 0 0 0 0 0,19.8488,,-1.0706,,-2.8187,,,-0.1117,,-0.7072,,-0.5771,,,0.3148,,19.8488,,QC'd by DPISMR
249,17410629,6409773,CC1=CC=C(C=C1)N/C=C/C2=C(N=NC(=N2)SC)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000326071-01/135604255,,Inactive,,,,0,,,2.6384,0.9509,11,-1.6028,4,0 0 0 0 0 0 0,9.5819,,-3.0023,,-2.0712,,,-1.5864,,-0.1198,,-0.6122,,,-0.3557,,9.5819,,QC'd by DPISMR
250,17410814,6409772,CC1=C(N=C(N=N1)SC)/C=C/NC2=CC=C(C=C2)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000326061-01/135603561,,Inactive,,,,0,,,3.6772,0.9667,12.5,-1.3556,4,0 0 0 0 0 0 0,12.0835,,-2.7963,,-1.7156,,,-1.6209,,-0.686,,0.231,,,-0.4491,,12.0835,,QC'd by DPISMR
251,17412337,135446701,C1CC2C=CC1C3C2C(=O)N(C3=O)/N=C/C4=CC=CC=C4O,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000579125-01/135604015,,Inactive,,,,0,,,,,,,4,,-0.7533,,-2.5087,,-2.2684,,,-1.043,,-1.9684,,-0.6604,,,-0.8009,,-0.7533,,QC'd by DPISMR
252,17412626,2854661,CC1=CC(=CC=C1)OCCNC2=C(C=CC(=C2)N3CCOCC3)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000579723-01/135605620,,Inactive,,,,0,,,4.045,0.9817,13,-1.5324,4,0 0 0 0 0 0 0,12.5246,,-1.2951,,-2.9437,,,-0.6202,,-1.3625,,-1.087,,,-0.9344,,12.5246,,QC'd by DPISMR
253,17412736,2874250,CCN(CC)C1=C(C=C(C=C1)C2=NNC(=O)CC2C)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000571394-01/135603700,,Inactive,,,,0,,,1.7529,0.9768,18,-1.1885,4,0 0 0 0 0 0 0,13.5195,,-1.4765,,-2.6571,,,0.0971,,-0.6282,,-0.7431,,,1.939,,13.5195,,QC'd by DPISMR
254,17412756,5344463,CCN1C2=CC=CC=C2N=C1SCC(=O)N/N=C/C3=CC(=C(C=C3)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000571637-01/135603845,,Inactive,,,,0,,,2.3531,0.9829,22.5,-1.6948,4,0 0 0 0 0 0 0,18.5872,,-3.079,,-1.0565,,,-1.7463,,-1.9997,,0.2255,,,0.629,,18.5872,,QC'd by DPISMR
255,17413024,5340952,CCCCCCCCC(=O)N/N=C/C1=CC=CC=N1,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000578134-01/135603618,,Inactive,,,,0,,,,,,,4,,-0.8251,,-1.7332,,-3.2699,,,-0.5629,,-1.9701,,-0.6891,,,-1.6167,,-0.8251,,QC'd by DPISMR
256,17413233,2981191,CC(C)(C)C(=O)N1CCN(CC1)C2=CC(=C(C=C2)[N+](=O)[O-])NCC3CCCO3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000582820-01/135603958,,Inactive,,,,0,,,2.0937,0.8068,4.5,-1.0756,4,0 0 0 0 0 0 0,3.8003,,-1.189,,-2.563,,,0.4173,,-1.2162,,-0.439,,,-0.1213,,3.8003,,QC'd by DPISMR
257,17413264,2871784,CCOC1=CC=C(C=C1)C2C3=CC(=C(C=C3CC(=O)N2C4=CC=CC=C4)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000570918-01/135604674,,Inactive,,,,0,,,1.8579,0.8236,5,-1.7146,4,0 0 0 0 0 0 0,3.6359,,-1.5633,,-3.0955,,,-0.148,,-1.6952,,-0.9635,,,-0.6199,,3.6359,,QC'd by DPISMR
258,17413389,1251405,C1CCC2=C(C1)C=CC(=C2)CC(=O)NC3=CC=CC=C3Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000582038-01/135605385,,Inactive,,,,0,,,3.2975,0.8631,4,-1.7898,4,0 0 0 0 0 0 0,3.7403,,-2.7415,,-1.9252,,,-1.7121,,-1.9175,,-0.0357,,,-0.9643,,3.7403,,QC'd by DPISMR
259,17413530,5346227,CC1=C(C=C(C=C1)C(=O)O/N=C(/CC2=CC=CC=C2OC)\N)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000571818-01/135605537,,Inactive,,,,0,,-4.6862,3.6772,0.994,29,-1.8454,4,0 0 0 0 0 0 0,27.4539,,-3.2045,,-1.669,,,-2.0332,,-2.2383,,-0.3239,,,-0.3836,,27.4539,,QC'd by DPISMR
260,17414557,9587235,COC1=CC=CC=C1CC(=O)O/N=C(/CC2=CC=CC3=CC=CC=C32)\N,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000576019-01/135603962,,Inactive,,,,0,,-4.6862,2.6384,0.9959,32,-1.1755,4,0 0 0 0 0 0 0,28.6031,,-1.2826,,-2.6462,,,-0.3488,,-1.5418,,-0.8546,,,2.3215,,28.6031,,QC'd by ChemBridge
261,17414654,1224224,C1=CC=C(C=C1)NC(=S)NC2=NC3=CC=CC=C3N2CCOC4=CC=CC=C4,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000576301-01/135605205,,Activator,20.5962,39.7223,,10,Single point of activity,-4.6862,4.095,0.9974,38.0441,-1.6782,3,0 0 0 0 0 0 0,36.7156,,-3.0652,,-1.746,,,-2.0117,,-1.6367,,-0.5976,,,-0.1001,,36.7156,,QC'd by ChemBridge
262,17414810,6863571,CC1=NNC(=S)N1/N=C/C2=CC=CC=C2OCC3=CC=C(C=C3)Cl,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000577367-01/135605748,,Activator,16.3601,62.3977,,10,Single point of activity,-4.7862,4.4495,0.9982,60.9,-1.4977,3,0 0 0 0 0 0 0,60.4444,,-1.6049,,-3.1804,,,-0.5347,,-1.4399,,-0.1525,,,2.7369,,60.4444,,QC'd by DPISMR
263,17414951,2056575,COC1=C(C=C2C(=C1)CCN3C2=C(CCC3=NC(=O)C4=CC=C(C=C4)Cl)C#N)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000580589-01/135603649,,Inactive,,,,0,,,1.7529,0.9861,18.5,-1.1972,4,0 0 0 0 0 0 0,14.597,,-0.5331,,-1.831,,,-1.6311,,-1.7026,,0.3403,,,2.5081,,14.597,,QC'd by ChemBridge
264,17415049,1297890,COC1=C(C=C(C(=C1)C(=O)OC)NC(=O)CC2=CC=CC=C2[N+](=O)[O-])OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000576380-01/135604412,,Inactive,,,,0,,,1.6436,0.8195,3.5,-1.6462,4,0 0 0 0 0 0 0,2.6376,,-2.1261,,-2.6219,,,-0.1945,,-1.2766,,-1.3279,,,-0.1352,,2.6376,,QC'd by DPISMR
265,17415082,2935387,CC1=NC2=C(C=CC=C2OCCOC3=C(C=C(C=C3)CC=C)OC)C=C1.C(=O)(C(=O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000576378-01/135603528,,Inactive,,,,0,,,3.6272,0.8321,5.5,-0.5537,4,0 0 0 0 0 0 0,4.1843,,-0.6968,,-2.5448,,,-0.1292,,-0.116,,-0.4799,,,-0.5167,,4.1843,,QC'd by DPISMR
266,17415463,2218265,C1=CC=C(C=C1)CCCCNC(=O)COC2=C(C=C(C=C2)Cl)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000577477-01/135603770,,Inactive,,,,0,,,4.4495,0.671,4,-0.9355,4,0 0 0 0 0 0 0,3.1079,,-1.8647,,-2.8629,,,0.882,,-0.8242,,-1.0922,,,-1.0439,,3.1079,,QC'd by DPISMR
267,17431638,739094,C1=CC=C(C=C1)N2C=NC3=C2C=CC(=C3)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000553360-01/135604171,,Inactive,,,,0,,,0.6,0.8894,5,-1.9555,4,0 0 0 0 0 0 0,2.6135,,-2.4629,,-1.554,,,-1.4379,,-1.7458,,0.204,,,-0.1237,,2.6135,,QC'd by Asinex Ltd.
268,17431868,2894729,C1CN(CCN1C2=CC=CC=C2)C3=C(C=C(C=C3)S(=O)(=O)C(F)(F)F)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000573280-01/135603668,,Inactive,,,,0,,,,,,,4,,-0.4144,,-1.2772,,-2.2922,,,0.3749,,-1.1549,,-0.4175,,,-1.386,,-0.4144,,QC'd by ChemBridge
269,17432479,971337,C1=CC=C(C=C1)OC2=CC=CC=C2C(=O)NCC3=CC=CC=C3Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000581370-01/135604595,,Inactive,,,,0,,,1.6436,0.9429,7,-1.5914,4,0 0 0 0 0 0 0,4.6669,,-2.5761,,-1.6021,,,-1.6141,,-1.9356,,-0.5322,,,-0.548,,4.6669,,QC'd by ChemBridge
270,17432520,79858,C1=CC(=C(C=C1Br)C(=O)O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000595061-01/135605127,,Inactive,,,,0,,,,,,,4,,-0.9547,,-2.6002,,-1.8399,,,-1.9855,,-1.5184,,-0.6458,,,-1.3901,,-0.9547,,QC'd by ChemBridge
271,17432595,5719812,CC1=C(C2=CC=CC=C2N1C)/C=N\NC(=O)C3COC4=CC=CC=C4O3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000573120-01/135604859,,Inactive,,,,0,,,1.2216,0.9887,19,-1.5973,4,0 0 0 0 0 0 0,14.7767,,-2.5811,,-1.6145,,,-1.0051,,-0.5019,,-0.0701,,,4.6618,,14.7767,,QC'd by ChemBridge
272,17432732,429249,COC1=C(C=C(C=C1)C2=NCCC3=CC(=C(C=C32)OC)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000583404-01/135604958,,Inactive,,,,0,,,2.3531,0.9554,12,-1.3342,4,0 0 0 0 0 0 0,9.0786,,-1.5019,,-2.7785,,,-0.214,,-1.6529,,-0.4328,,,-0.2437,,9.0786,,QC'd by ChemBridge
273,17432816,1338821,CCOC1=C(C=C(C=C1)C(=O)NC(=S)NC2=C(C=CC=N2)C)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000574529-01/135605856,,Inactive,,,,0,,,,,,,4,,2.1076,,0.0982,,-2.6697,,,0.4081,,-1.3646,,-0.788,,,-0.4107,,2.1076,,QC'd by ChemBridge
274,17432862,897291,CC1=C2C=C(C=CC2=NC(=N1)SCC3=CC=CC=C3)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000578543-01/135603614,,Inactive,,,,0,,,2.0937,0.9217,7,-1.5038,4,0 0 0 0 0 0 0,5.7299,,-1.766,,-2.9198,,,-0.5233,,-1.449,,-0.614,,,-0.2469,,5.7299,,QC'd by ChemBridge
275,17433191,2837086,CC1(C2CCC1(C(=O)N(C2=O)C3=CC(=CC=C3)Cl)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000583372-01/135604483,,Inactive,,,,0,,,,,,,4,,-0.2526,,-3.0725,,-1.1316,,,-1.4986,,-1.3413,,-0.3141,,,-1.4754,,-0.2526,,QC'd by ChemBridge
276,17504002,2931403,CC1=C2C=C(C=CC2=NC(=N1)SC(C3=CC=CC=C3)C(=O)C4=CC=CC=C4)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000591641-01/135605408,,Inactive,,,,0,,,1.6924,0.9718,8.5,-1.6086,4,0 0 0 0 0 0 0,8.4201,,-1.4569,,-2.5905,,,-0.1438,,-1.4406,,0.3063,,,6.3981,,8.4201,,QC'd by InterBioScreen
277,17504078,12004459,C1C=CCC2C1C(=O)N(C2=O)C3=CC(=C(C=C3)NCCC4=CC=C(C=C4)O)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000586657-01/135605435,,Inactive,,,,0,,,2.3531,0.9736,11.5,-1.8325,4,0 0 0 0 0 0 0,9.2898,,-2.7771,,-2.0219,,,-1.9875,,-1.9405,,-0.4407,,,-0.628,,9.2898,,QC'd by Chem Div
278,17504947,4352755,CN(C1=CC=CC=C1)C2=NC(=C(C(=N2)NCC3=CC=CO3)[N+](=O)[O-])N,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000580960-01/135606117,,Inactive,,,,0,,,1.5936,0.9875,27.5,-1.4306,4,0 0 0 0 0 0 0,20.4555,,-3.2755,,-1.3992,,,-1.843,,-1.142,,0.1774,,,3.5071,,20.4555,,QC'd by InterBioScreen
279,17505441,1828997,C1CCC2=C(CC1)SC3=C2C(=O)N(C(=N3)NCCO)CC4=CC=CO4,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000332078-01/135604719,,Inactive,,,,0,,,1.6436,0.9167,9,-1.7654,4,0 0 0 0 0 0 0,6.5407,,-3.5545,,-2.2913,,,-1.8071,,-1.5398,,-0.2287,,,-0.0888,,6.5407,,QC'd by InterBioScreen
280,17505835,2035962,COCCNC1=NC2=C(C3=C(S2)CCCCC3)C(=O)N1CC4=CC=CO4,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000332126-01/135604116,,Inactive,,,,0,,,1.7529,0.9157,5,-1.6875,4,0 0 0 0 0 0 0,4.6794,,-1.4209,,-3.0729,,,-0.3575,,-1.002,,-0.5108,,,3.7906,,4.6794,,QC'd by InterBioScreen
281,17506169,1957350,CCOC(=O)/C(=C/NC1=C(C=CC(=C1)OC)OC)/C#N,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000590927-01/135603596,,Inactive,,,,0,,,,,,,4,,2.1229,,-1.7815,,-2.482,,,0.1391,,-1.0934,,-0.6759,,,0.3213,,2.1229,,QC'd by InterBioScreen
282,17506471,1377821,COC1=CC(=C(C=C1)/C=C/2\C3=CC(=C(C=C3COC2=O)OC)OC)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000576209-01/135605739,,Inactive,,,,0,,,1.5386,0.9914,21,-2.0081,4,0 0 0 0 0 0 0,16.4302,,-2.9234,,-1.9741,,,-1.8138,,-2.1327,,-0.2321,,,3.3971,,16.4302,,QC'd by ChemBridge
283,17506888,2969817,COC1=C(C=C(C=C1)CCN2C(=O)C(NC2=O)(C(F)(F)F)NC(=O)CCC3=CC=CC=C3)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000583011-01/135604258,,Inactive,,,,0,,,,,,,4,,-2.072,,-2.2645,,-3.2168,,,-0.8437,,-2.4183,,-1.5507,,,-1.7684,,-2.072,,QC'd by ChemBridge
284,17507724,5405325,CCN\1C2=CC=CC=C2S/C1=C\C=C(\C(=O)C)/C(=O)OCC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000562749-01/135604228,,Inactive,,,,0,,-4.6362,1.9887,0.9814,30.5,-0.9941,4,0 0 0 0 0 0 0,24.099,,-2.12,,-2.9117,,,0.0553,,-1.7819,,1.0416,,,3.1719,,24.099,,QC'd by Asinex Ltd.
285,17508386,12004717,COC1=C(C=C(C=C1)[N+](=O)[O-])NCC2=CC=CC=C2.C(=O)(C(=O)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000562335-01/135605840,,Inactive,,,,0,,,,,,,4,,2.4204,,-1.4772,,-2.1367,,,-0.4839,,-1.7803,,-0.6348,,,-0.6168,,2.4204,,QC'd by Asinex Ltd.
286,17508580,3108299,COC1=CC(=CC=C1)OCCNC2=C(C=CC(=C2)N3CCOCC3)[N+](=O)[O-],Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000552989-01/135604594,,Inactive,,,,0,,,3.2975,0.9924,24.5,-1.1617,4,0 0 0 0 0 0 0,22.9822,,-1.5487,,-2.6348,,,-0.2181,,-1.3116,,-0.423,,,0.6199,,22.9822,,QC'd by Asinex Ltd.
287,17509347,5405326,CCN\1C2=CC=CC=C2S/C1=C\C=C(/C(=O)C)\C(=O)OCC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000584678-01/135604812,,Inactive,,,,0,,,1.8079,0.984,20.5,-1.4747,4,0 0 0 0 0 0 0,16.2696,,-1.6138,,-2.4789,,,0.0495,,-1.4475,,-0.3149,,,2.6355,,16.2696,,QC'd by Chem Div
288,17509446,4991653,C1=CC=C(C(=C1)CSC2=NC3=C(C(=O)N2CC4=CC=CC=N4)SC=C3)C#N,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000583605-01/135604702,,Inactive,,,,0,,,4.095,0.8406,4,-1.264,4,0 0 0 0 0 0 0,3.2975,,-1.793,,-2.72,,,-0.1992,,-1.6835,,-0.9751,,,-1.2131,,3.2975,,QC'd by Chem Div
289,17509757,9554359,CC(C(=O)N/N=C/C1=CC(=C(C=C1)OC)OC)N2C=NC3=CC=CC=C3C2=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS000585215-01/135604781,,Inactive,,,,0,,,1.6436,0.9669,14,-2.278,4,0 0 0 0 0 0 0,10.0216,,-3.565,,-2.4497,,,-2.4429,,-2.1826,,-0.5018,,,0.1285,,10.0216,,QC'd by Chem Div
